Sample #,IGSN parent #,IGSN daughter #,Samp Date,latitude,longitude,elev (ft),elev (m),slope %,sample type,site,locality,description,classification,min depth (cm),max depth (cm),Horizon,landform,Mapped Lithologic unit,Parent Material,NOTES,bulk density vol (cm3),bulk density (g/cm3),pH,soilmoisture%,om_perc,LOI %,sand_perc,silt_perc,clay_perc,rockfrag_perc,sand % (1000 - 2000 æm),sand % (500 - 1000 æm),sand % (250 - 500 æm), sand % (100 - 250 æm),sand % (50 -100 æm),silt % (2 - 20 æm),silt % (20 - 50 æm),clay % (<2 æm),Texture Class,Total Carbon %,Organic Carbon %,Nitrogen_ppm,Total Carbon pcnt,Organic Carbon pcnt,Total Nitrogen pcnt,Nitrogen ppm,Al2O3 (%),BaO (%),Ba (ppm),CaO (%),Cr2O3 (%),Fe2O3T (%),K2O (%),MgO (%),MnO (%),Na2O (%),Nb (ppm),P2O5 (%),SiO2 (%),SrO (%),Sr (ppm),TiO2 (%),Y (ppm),Zn (ppm),Zr (ppm),LOI (900C),LOI (1000C),bulk XRD,clay XRD,CEC,"Al, Fe, Si sequential extractions",BrayP %,fiber unrubbed %,fiber rubbed %,Thin sections,Plutonium,d13C,Archived in box at JFSL,Hue,Value,Chroma,additional colors listed,*chose dominant color where multiple colors exist in order to graphs
HLEF-19-17,,,6/12/2019,58.66349,-134.871689,656,200,31,db,HLEF,Davie's Ridge South Slope Midslope,Pedon 01 - Gravina midslope Davie's Creek,Andic Humicryod,38,62,3Bs,backslope,Gravina,colluvium,,138.5,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-18,,,6/12/2019,58.66349,-134.871689,656,200,31,db,HLEF,Davie's Ridge South Slope Midslope,Pedon 01 - Gravina midslope Davie's Creek,Andic Humicryod,38,62,3Bs,backslope,Gravina,colluvium,,138.5,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-19,,,6/12/2019,58.66349,-134.871689,656,200,31,db,HLEF,Davie's Ridge South Slope Midslope,Pedon 01 - Gravina midslope Davie's Creek,Andic Humicryod,62,75,3Bs2,backslope,Gravina,colluvium,,138.5,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-20,,,6/12/2019,58.66349,-134.871689,656,200,31,db,HLEF,Davie's Ridge South Slope Midslope,Pedon 01 - Gravina midslope Davie's Creek,Andic Humicryod,62,75,3bs2,backslope,Gravina,colluvium,,138.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-21,,,6/14/2019,58.64407,-134.829072,2034,620,75,om,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,0,20,Oi,backslope,Tonalite,colluvium,,125,0.68,3.78,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,46.631,,1.267,12670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,2.5YR,2.5,1,,
HLEF-19-22,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,20,24,E,backslope,Tonalite,colluvium,,,,4.03,,,,,,,,1.0133,9.4211,17.7931,25.9931,16.1376,10.1878,13.426,6.028,SL,,,,7.454,,0.285,2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,7.5YR,4,3,,
HLEF-19-23,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,24,27,Bh,backslope,Tonalite,colluvium,,,,3.81,,,,,,,,2.1294,9.326,16.3211,26.9923,12.0202,10.5486,11.4705,11.1918,SL,,,,13.14,,0.47,4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,10YR,2,1,,
HLEF-19-24,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,27,55,Bh2,backslope,Tonalite,colluvium,,,,5.17,,,,,,,,5.4621,11.6152,14.1424,21.6303,13.7661,14.5705,6.9822,11.831,SL,,,,5.99,,0.19,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,5YR,4,6,5YR 4/6 (50%) 2.5YR 2.5/3 (50%),
HLEF-19-25,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,55,78,Bs,backslope,Tonalite,colluvium,,,,5.16,,,,,,,,4.0476,11.7711,16.1913,22.945,13.5383,12.9744,9.1983,9.3338,SL,,,,5.37,,0.16,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,7.5YR,4,6,,
HLEF-19-26,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,78,96,2Bs,backslope,Tonalite,colluvium,,,,5.05,,,,,,,,8.8555,13.3553,16.8453,19.7504,13.0932,11.3191,7.913,8.8683,SL,,,,5.91,,0.17,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,5,8,,
HLEF-19-27,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,96,110,2Bhs,backslope,Tonalite,colluvium,,,,5.17,,,,,,,,14.1768,15.1824,15.7266,18.3692,11.3962,8.8149,6.5153,9.8186,SL,,,,3.92,,0.15,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,3,3,5YR 2.5/2,
HLEF-19-28,,,6/14/2019,58.64407,-134.829072,2034,620,75,soil,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,110,135,3C,backslope,Tonalite,colluvium,,,,5.24,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,1.183,,0.034,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,2.5Y,4,2,,
HLEF-19-29,,,6/14/2019,58.64407,-134.829072,2034,620,75,rock,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,3R,backslope,Tonalite,rock,,,,,,,,,,,,,,,,,,,,,,,,0.109,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-30,,,6/14/2019,58.64407,-134.829072,2034,620,75,rock,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,3R,backslope,Tonalite,rock,,,,,,,,,,,,,,,,,,,,,,,,0.034,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-31,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-32,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-33,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-34,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-35,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-36,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-37,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-38,,,6/14/2019,58.64407,-134.829072,2034,620,75,db,HLEF,Middle Ridge South Slope Tonalite Midslope,Pedon 02 - Tonalite midslope Middle Ridge,Andic Humicryod,,,,backslope,Tonalite,colluvium,,138.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-39,,,6/14/2019,58.64888,-134.839706,2493,760,0,om,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,0,5,Oi,ridgetop,Taku ,colluvium,,125,0.35,3.95,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,46.372,,1.093,10930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-40,,,6/14/2019,58.64888,-134.839706,2493,760,0,soil,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,5,15,Oa,ridgetop,Taku ,colluvium,,,,3.98,,,,,,,,41.3201,9.7124,7.3516,5.5132,2.7419,10.6294,3.97,18.7615,SL,,,,36.17,,1.4,13990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-41,,,6/14/2019,58.64888,-134.839706,2493,760,0,soil,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,15,30,Bs,ridgetop,Taku ,colluvium,,138.5,0.75,4.49,,,,,,,,6.5976,7.9665,7.5959,14.3957,11.2494,15.1635,12.9913,24.0402,L,,,,5.922,,0.224,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-42,,,6/14/2019,58.64888,-134.839706,2493,760,0,rock,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,30,41,Cr,ridgetop,Taku ,colluvium,,,,4.28,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.108,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-43,,,6/14/2019,58.64888,-134.839706,2493,760,0,rock,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,41,41,R,ridgetop,Taku,rock,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.002,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-44,,,6/14/2019,58.64888,-134.839706,2493,760,0,db,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,0,5,Oi,ridgetop,Taku,colluvium,,125,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-45,,,6/14/2019,58.64888,-134.839706,2493,760,0,db,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,0,5,Oi,ridgetop,Taku,colluvium,,125,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-46,,,6/16/2019,58.36696,-134.535614,715,218,34,om,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,0,12,Oi,backslope,Taku,colluvium,,125,0.14,3.38,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,46.61,,1.186,11860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-47,,,6/16/2019,58.36696,-134.535614,715,218,34,om,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,12,20,Oa,backslope,Taku,colluvium,,125,0.52,3.53,,,,,,,,18.2023,16.0852,5.3792,4.3768,2.9438,24.9766,5.8687,22.1675,L,,,,22.35,,0.9,8990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,10YR,2,1,,
HLEF-19-48,,,6/16/2019,58.36696,-134.535614,715,218,34,soil,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,20,24,E,backslope,Taku,colluvium,,138.5,0.58,3.89,,,,,,,,2.4423,2.5176,2.7447,5.1865,5.522,53.7965,12.8023,14.9881,SiL,,,,5.14,,0.22,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,10YR,5,2,,
HLEF-19-49,,,6/16/2019,58.36696,-134.535614,715,218,34,soil,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,24,29,Bhs,backslope,Taku,colluvium,,138.5,0.45,4.2,,,,,,,,3.5866,3.4287,3.4755,6.1178,7.6023,51.4283,11.2544,13.1064,SiL,,,,7.52,,0.27,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 1,7.5YR,3,2,,
HLEF-19-50,,,6/16/2019,58.36696,-134.535614,715,218,34,soil,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,29,37,B/C,backslope,Taku,colluvium,,138.5,0.35,4.55,,,,,,,,8.2489,7.6551,6.2127,7.1871,6.6888,39.6139,9.1051,15.2884,L,,,,5.96,,0.2,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,5YR,2.5,2,,
HLEF-19-51,,,6/16/2019,58.36696,-134.535614,715,218,34,rock,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,37,41,Cr,backslope,Taku,residuum,,,,4.52,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-52,,,6/16/2019,58.36696,-134.535614,715,218,34,rock,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,41,41,2R,backslope,Taku,rock,,,,,,,,,,,,,,,,,,,,,,,,0.722,,0.033,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-53,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,0,12,Oi,backslope,Taku,colluvium,,125,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-54,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,0,12,Oi,backslope,Taku,colluvium,,125,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-55,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,0,12,Oi,backslope,Taku,colluvium,,125,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-56,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,0,12,Oi,backslope,Taku,colluvium,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-57,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,12,20,Oa,backslope,Taku,colluvium,,125,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-58,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,12,20,Oa,backslope,Taku,colluvium,,125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-59,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,20,24,E,backslope,Taku,colluvium,,138.5,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-60,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,20,24,E,backslope,Taku,colluvium,,138.5,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-61,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,24,29,Bhs,backslope,Taku,colluvium,,138.5,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-62,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,24,29,Bhs,backslope,Taku,colluvium,,138.5,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-63,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,24,29,Bhs,backslope,Taku,colluvium,,138.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-64,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,24,29,Bhs,backslope,Taku,colluvium,,138.5,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-65,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,29,37,B/C,backslope,Taku,colluvium,,138.5,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-66,,,6/16/2019,58.36696,-134.535614,715,218,34,db,THMN,Thunder Mountain Taku South Mid Backslope,Pedon 04 - Taku midslope off Heintzleman Trail,Lithic Haplocryod,29,37,B/C,backslope,Taku,colluvium,,138.5,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-67,,,6/16/2019,58.36356,-134.535614,361,110,31,om,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,0,13,Oi,backslope,Gravina,colluvium,,125,0.16,3.88,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,45.537,,1.527,15270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-68,,,6/16/2019,58.36356,-134.535614,361,110,31,soil,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,13,20,Bh,backslope,Gravina,colluvium,,138.5,0.47,3.99,,,,,,,,4.2965,10.914,7.5137,8.7578,8.7678,33.5301,9.3076,16.9126,L,,,,8.238,,0.303,3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,2,1,,
HLEF-19-69,,,6/16/2019,58.36356,-134.535614,361,110,31,soil,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,20,26,Bhs,backslope,Gravina,colluvium,,138.5,0.48,4.38,,,,,,,,5.2859,7.3587,7.755,11.6771,9.5475,35.5257,14.3269,8.5233,L,,,,4.39,,0.161,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,5YR,2.5,2,,
HLEF-19-70,,,6/16/2019,58.36356,-134.535614,361,110,31,soil,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,26,34,Bs,backslope,Gravina,colluvium,,138.5,,4.56,,,,,,,,5.4081,8.8994,11.1278,10.8085,10.0847,33.0554,15.5543,5.0618,SL,,,,2.904,,0.115,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,5YR,3,3,,
HLEF-19-71,,,6/16/2019,58.36356,-134.535614,361,110,31,rock,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,34,44,2Cr,backslope,Gravina,residuum,,,,4.77,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-72,,,6/16/2019,58.36356,-134.535614,361,110,31,rock,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,44,44,2R,backslope,Gravina,rock,,,,,,,,,,,,,,,,,,,,,,,,0.17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-73,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,0,13,Oi,backslope,Gravina,colluvium,,125,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-74,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,0,13,Oi,backslope,Gravina,colluvium,,125,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-75,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,20,34,Bhs/Bs,backslope,Gravina,colluvium,db from hor 3/4,138.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-76,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,20,34,Bhs/Bs,backslope,Gravina,colluvium,db from hor 3/4,138.5,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-77,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,13,20,Bh,backslope,Gravina,colluvium,,138.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-78,,,6/16/2019,58.36356,-134.535614,361,110,31,db,THMN,Thunder Mountain Gravina South  Backslope,Pedon 05 - Gravina midslope off Heintzleman Trail,Lithic Haplocryod,13,20,Bh,backslope,Gravina,colluvium,,138.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-79,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,87,,2C3,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,,,5.66,,,,,,,,6.1818,6.9732,7.0374,22.311,34.4482,4.6477,14.7881,3.6125,LS,,,,0.665,,0.028,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,3,2,,
HLEF-19-80,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,62,87,2C2,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.63,5.54,,,,,,,,11.3299,11.9641,13.1224,17.043,14.5765,10.595,15.7645,5.6046,SL,,,,0.841,,0.038,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,7.5YR,3,4,,
