Sample #,IGSN parent #,IGSN daughter #,Samp Date,latitude,longitude,elev (ft),elev (m),slope %,sample type,site,locality,description,classification,min depth (cm),max depth (cm),Horizon,landform,Mapped Lithologic unit,Parent Material,NOTES,bulk density vol (cm3),bulk density (g/cm3),pH,soilmoisture%,om_perc,LOI %,sand_perc,silt_perc,clay_perc,rockfrag_perc,sand % (1000 - 2000 æm),sand % (500 - 1000 æm),sand % (250 - 500 æm), sand % (100 - 250 æm),sand % (50 -100 æm),silt % (2 - 20 æm),silt % (20 - 50 æm),clay % (<2 æm),Texture Class,Total Carbon %,Organic Carbon %,Nitrogen_ppm,Total Carbon pcnt,Organic Carbon pcnt,Total Nitrogen pcnt,Nitrogen ppm,Al2O3 (%),BaO (%),Ba (ppm),CaO (%),Cr2O3 (%),Fe2O3T (%),K2O (%),MgO (%),MnO (%),Na2O (%),Nb (ppm),P2O5 (%),SiO2 (%),SrO (%),Sr (ppm),TiO2 (%),Y (ppm),Zn (ppm),Zr (ppm),LOI (900C),LOI (1000C),bulk XRD,clay XRD,CEC,"Al, Fe, Si sequential extractions",BrayP %,fiber unrubbed %,fiber rubbed %,Thin sections,Plutonium,d13C,Archived in box at JFSL,Hue,Value,Chroma,additional colors listed,*chose dominant color where multiple colors exist in order to graphs
HLEF-19-140,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,10,16,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-141,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,16,26,Bhs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-142,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,16,26,Bhs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-143,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,26,48,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-144,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,26,48,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-145,,,7/22/2019,58.42285,-134.75397,492.126,150,70,om,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,0,5,Oi,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,125,0.16,4.13,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,47.667,,1.148,11480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,2.5,2,,
HLEF-19-146,,,7/22/2019,58.42285,-134.75397,492.126,150,70,om,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,5,15,Oe,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,,,3.77,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5YR,4,8,,
HLEF-19-147,,,7/22/2019,58.42285,-134.75397,492.126,150,70,soil,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,15,20,O/E,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,,,3.79,,,,,,,,1.8874,3.4699,4.5898,7.4081,6.2784,42.1072,11.8366,22.4227,N/A,,,,9.187,,0.278,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,4,2,,
HLEF-19-148,,,7/22/2019,58.42285,-134.75397,492.126,150,70,soil,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,20+,,Bs/Cr,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,138.5,0.27,5.39,,,,,,,,4.4618,5.0439,5.4125,10.0609,11.3749,39.5754,11.7938,12.2768,SiL,,,,6.912,,0.237,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,4,6,,
HLEF-19-149,,,7/22/2019,58.42285,-134.75397,492.126,150,70,db,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,0,5,Oi,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,125,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-150,,,7/22/2019,58.42285,-134.75397,492.126,150,70,db,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,0,5,Oi,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,125,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-151,,,7/22/2019,58.42285,-134.75397,492.126,150,70,db,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,20+,,Bs/Cr,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,138.5,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-152,,,7/22/2019,58.42285,-134.75397,492.126,150,70,db,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,20+,,Bs/Cr,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,138.5,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-153,,,7/22/2019,58.42285,-134.75397,492.126,150,70,rock,THBR,Tee Harbor Gravina Volcanic South Mid Backslope,Pedon 10 - Gravina Volcanic Mid Backslope Tee Harbor,Lithic Cryohemist,20+,,Cr,backslope,Gravina volcanic,Volcanic graywacke? - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-154,,,7/23/2019,58.34771,-134.48257,492.126,150,40,om,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,0,9,O,backslope,Taku,Phyllite - Colluvium,,125,0.13,3.82,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,45.128,,1.246,12460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,2,1,,
HLEF-19-155,,,7/23/2019,58.34771,-134.48257,492.126,150,40,soil,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,9,18,Bh,backslope,Taku,Phyllite - Colluvium,,138.5,0.24,4.12,,,,,,,,6.7011,7.7831,5.0344,6.6686,6.4793,43.0824,13.779,10.472,SiL,,,,6.457,,0.353,3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,2,,
HLEF-19-156,,,7/23/2019,58.34771,-134.48257,492.126,150,40,soil,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,18,27,Bhs,backslope,Taku,Phyllite - Colluvium,,138.5,0.54,4.45,,,,,,,,9.0436,10.7451,8.5125,9.6508,8.7907,33.4002,14.1379,5.7192,SL,,,,3.034,,0.168,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,4,,
HLEF-19-157,,,7/23/2019,58.34771,-134.48257,492.126,150,40,soil,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,27,48,Bs,backslope,Taku,Phyllite - Colluvium,,138.5,0.63,4.89,,,,,,,,23.1364,13.1463,10.042,8.6061,6.1364,25.5363,8.6257,4.7708,SL,,,,0.841,,0.064,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,3,4,,
HLEF-19-158,,,7/23/2019,58.34771,-134.48257,492.126,150,40,soil,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,48,110,2BC,backslope,Taku,Phyllite - Colluvium,,,,5.25,,,,,,,,21.7299,11.4218,9.89,8.4316,6.1617,28.2434,10.722,3.3997,SL,,,,3.567,,0.26,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,4,3,,
HLEF-19-159,,,7/23/2019,58.34771,-134.48257,492.126,150,40,rock,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,110+,,2R,backslope,Taku,Phyllite - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.148,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-160,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,0,9,O,backslope,Taku,Phyllite - Colluvium,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-161,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,0,9,O,backslope,Taku,Phyllite - Colluvium,,125,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-162,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,9,18,Bh,backslope,Taku,Phyllite - Colluvium,,138.5,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-163,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,9,18,Bh,backslope,Taku,Phyllite - Colluvium,,138.5,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-164,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,18,27,Bhs,backslope,Taku,Phyllite - Colluvium,,138.5,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-165,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,18,27,Bhs,backslope,Taku,Phyllite - Colluvium,,138.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-166,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,27,48,Bs,backslope,Taku,Phyllite - Colluvium,,138.5,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-167,,,7/23/2019,58.34771,-134.48257,492.126,150,40,db,BLRG,Blackerby Taku North Mid Backslope,Pedon 11 - Taku Mid Backslope Blackerby,,27,48,Bs,backslope,Taku,Phyllite - Colluvium,,138.5,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-168,,,7/25/2019,58.38634,-134.612,459.3176,140,40,om,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,0,5,Oe,backslope,Gravina,Volcanic - Colluvium,,125,0.13,4.04,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,44.901,,1.332,13320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,2.5,1,,
HLEF-19-169,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,5,9,E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.42,3.57,,,,,,,,0.663,1.7548,2.9418,7.0069,8.4885,35.8909,34.4868,8.7672,SiL,,,,6.09,,0.33,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 2,10YR,5,2,,
HLEF-19-170,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,9,21,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.44,4.22,,,,,,,,1.8911,2.0916,4.0538,7.4964,7.4639,31.6829,27.1095,18.2108,SiL,,,,7.76,,0.32,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,5YR,3,4,,
HLEF-19-171,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,21,41,Bs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.55,4.44,,,,,,,,1.8909,1.9026,2.8189,6.4855,8.1131,41.8266,28.632,8.3304,SiL,,,,3.69,,0.17,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,10YR,5,6,,
HLEF-19-172,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,41,55,2E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.56,4.16,,,,,,,,1.3819,1.6675,2.9439,6.3615,8.3672,38.3663,30.3823,10.5293,SiL,,,,4.14,,0.17,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,10YR,4,2,,
HLEF-19-173,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,55,105,3BC(g)?,backslope,Gravina,Volcanic - Colluvium,,,,5,,,,,,,,6.6635,8.6033,7.8837,9.2589,8.0119,30.6512,19.9044,9.023,L,,,,4.15,,0.16,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,7.5YR,3,2,,
HLEF-19-174,,,7/25/2019,58.38634,-134.612,459.3176,140,40,soil,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,105+,,3C,backslope,Gravina,Volcanic - Colluvium,,,,5.07,,,,,,,,15.5197,12.6826,8.1522,11.7557,9.6077,22.1575,13.4165,6.7082,SL,,,,2.83,,0.08,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,,,,,
HLEF-19-175,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,0,5,Oe,backslope,Gravina,Volcanic - Colluvium,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-176,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,0,5,Oe,backslope,Gravina,Volcanic - Colluvium,,125,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-177,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,5,9,E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-178,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,5,9,E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-179,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,9,21,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-180,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,9,21,Bhs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-181,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,21,41,Bs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-182,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,21,41,Bs,backslope,Gravina,Volcanic - Colluvium,,138.5,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-183,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,41,55,2E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-184,,,7/25/2019,58.38634,-134.612,459.3176,140,40,db,Hill 560,Hill 560 Gravina Volcanics South Mid Backslope,Pedon 12 - Hill 560 Mid Backslope near Montana Creek,Typic Humicryod,41,55,2E,backslope,Gravina,Volcanic - Colluvium,,138.5,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-185,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,om,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,0,5,Oe,backslope,Gravina,Slate - Colluvium,,125,0.26,4.25,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,37.288,,1.53,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,7.5YR,2.5,1,,
HLEF-19-186,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,soil,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,5,13,E,backslope,Gravina,Slate - Colluvium,,138,0.42,3.78,,,,,,,,6.5344,5.5516,4.5862,6.4136,7.7618,47.8561,12.5643,8.732,SiL,,,,8.304,,0.54,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,10YR,4,2,,
HLEF-19-187,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,soil,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,13,16,Bh,backslope,Gravina,Slate - Colluvium,,138,0.27,4.16,,,,,,,,16.0857,7.8371,7.4176,7.3629,4.9415,29.9145,8.4651,17.9757,L,,,,16.009,,0.816,8160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,7.5YR,2.5,1,,
HLEF-19-188,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,soil,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,16,25,Bhs,backslope,Gravina,Slate - Colluvium,,138.5,0.33,4.75,,,,,,,,18.8457,9.9171,9.2912,6.8228,5.3409,25.3199,7.6666,16.7959,L,,,,10.002,,0.428,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 3,5YR,3,3,,
HLEF-19-189,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,soil,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,25,42,Bhs2,backslope,Gravina,Slate - Colluvium,,138.5,0.34,4.69,,,,,,,,17.2506,11.1828,7.7632,7.6957,5.1955,29.4402,8.1172,13.3548,L,,,,5.204,,0.282,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,7.5YR,2.5,3,,
HLEF-19-190,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,soil,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,42,100,Bs,backslope,Gravina,Slate - Colluvium,,138.5,0.39,4.82,,,,,,,,22.5246,8.7977,8.1324,6.0881,4.3249,29.9574,7.8588,12.3161,L,,,,2.897,,0.194,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,7.5YR,3,4,,
HLEF-19-191,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,rock,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,100+,,2Cr,backslope,Gravina,Slate - Colluvium,,,,5.11,,,,,,,,39.5636,14.5945,9.2024,6.2617,3.9868,14.9584,4.0473,7.3853,SL,,,,0.914,,0.1,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,7.5YR,3,2,,
HLEF-19-192,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,0,5,Oe,backslope,Gravina,Slate - Colluvium,,125,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-193,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,0,5,Oe,backslope,Gravina,Slate - Colluvium,,125,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-194,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,5,13,E,backslope,Gravina,Slate - Colluvium,,138.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-195,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,5,13,E,backslope,Gravina,Slate - Colluvium,,138.5,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-196,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,13,16,Bh,backslope,Gravina,Slate - Colluvium,,138.5,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-197,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,13,16,Bh,backslope,Gravina,Slate - Colluvium,,138.5,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
HLEF-19-198,,,7/26/2019,58.38384,-134.62649,459.3176,140,50,db,AULK,Auke Lake Gravina Sedimentary South Mid Backslope,Pedon 13 - Auke Lake Gravina Sedimentary South Mid Backslope,Andic Humicryod,16,25,Bhs,backslope,Gravina,Slate - Colluvium,,138.5,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 3,,,,,
